"","Cell","Batch","Group","ExpLibSize"
"Cell1935","Cell1935","Batch1","Group4",67558.6423547461
"Cell1936","Cell1936","Batch1","Group2",45077.9798596633
"Cell1937","Cell1937","Batch1","Group1",59970.3203779894
"Cell1938","Cell1938","Batch1","Group5",67637.5330163751
"Cell1939","Cell1939","Batch1","Group2",59982.2148251146
"Cell1940","Cell1940","Batch1","Group3",39117.6505963714
"Cell1941","Cell1941","Batch1","Group4",63223.0491205355
"Cell1942","Cell1942","Batch1","Group5",57607.4046180584
"Cell1943","Cell1943","Batch1","Group5",50102.4760441623
"Cell1944","Cell1944","Batch1","Group1",67226.0955653754
"Cell1945","Cell1945","Batch1","Group2",61702.0177161212
"Cell1946","Cell1946","Batch1","Group2",56095.3101775899
"Cell1947","Cell1947","Batch1","Group2",59101.827685331
"Cell1948","Cell1948","Batch1","Group3",38381.2257641667
"Cell1949","Cell1949","Batch1","Group1",60350.193481947
"Cell1950","Cell1950","Batch1","Group2",50170.7907800031
"Cell1951","Cell1951","Batch1","Group3",72752.560157299
"Cell1952","Cell1952","Batch1","Group2",54757.4911507918
"Cell1953","Cell1953","Batch1","Group2",51058.9420797788
"Cell1954","Cell1954","Batch1","Group5",50385.6463571847
"Cell1955","Cell1955","Batch1","Group4",51902.4288589132
"Cell1956","Cell1956","Batch1","Group5",72771.1110684106
"Cell1957","Cell1957","Batch1","Group3",58935.4384223009
"Cell1958","Cell1958","Batch1","Group1",52896.2828202834
"Cell1959","Cell1959","Batch1","Group3",77840.2530422709
"Cell1960","Cell1960","Batch1","Group4",60798.3860992196
"Cell1961","Cell1961","Batch1","Group2",62815.1521637828
"Cell1962","Cell1962","Batch1","Group5",73097.3146526566
"Cell1963","Cell1963","Batch1","Group2",47685.3490007688
"Cell1964","Cell1964","Batch1","Group4",64662.8057707347
"Cell1965","Cell1965","Batch1","Group1",66136.2295538773
"Cell1966","Cell1966","Batch1","Group3",66105.3785185763
"Cell1967","Cell1967","Batch1","Group5",76503.2173165785
"Cell1968","Cell1968","Batch1","Group5",40238.4347226607
"Cell1969","Cell1969","Batch1","Group3",70220.3728342814
"Cell1970","Cell1970","Batch1","Group5",55894.1869153624
"Cell1971","Cell1971","Batch1","Group1",50014.0823572554
"Cell1972","Cell1972","Batch1","Group4",59081.6183270143
"Cell1973","Cell1973","Batch1","Group1",56418.821500847
"Cell1974","Cell1974","Batch1","Group3",60399.19085906
"Cell1975","Cell1975","Batch1","Group3",63036.2292598563
"Cell1976","Cell1976","Batch1","Group4",71766.6591451792
"Cell1977","Cell1977","Batch1","Group4",58459.0808101759
"Cell1978","Cell1978","Batch1","Group5",57188.5288557192
"Cell1979","Cell1979","Batch1","Group2",39277.1205727957
"Cell1980","Cell1980","Batch1","Group5",75672.2381681442
"Cell1981","Cell1981","Batch1","Group1",51695.3290633326
"Cell1982","Cell1982","Batch1","Group3",56754.5618751486
"Cell1983","Cell1983","Batch1","Group5",51651.4819887925
"Cell1984","Cell1984","Batch1","Group3",52199.931792001
"Cell1985","Cell1985","Batch1","Group3",71769.8384672695
"Cell1986","Cell1986","Batch1","Group1",94107.2766967902
"Cell1987","Cell1987","Batch1","Group4",76644.6793722367
"Cell1988","Cell1988","Batch1","Group1",78501.2541405008
"Cell1989","Cell1989","Batch1","Group4",60884.8255679202
"Cell1990","Cell1990","Batch1","Group4",61864.6465740065
"Cell1991","Cell1991","Batch1","Group1",64230.3773652963
"Cell1992","Cell1992","Batch1","Group3",69491.505069231
"Cell1993","Cell1993","Batch1","Group2",54487.7269427289
"Cell1994","Cell1994","Batch1","Group2",57844.2652655646
"Cell1995","Cell1995","Batch1","Group1",58163.6399662086
"Cell1996","Cell1996","Batch1","Group3",43560.314122583
"Cell1997","Cell1997","Batch1","Group5",69353.6400397405
"Cell1998","Cell1998","Batch1","Group2",75369.369101857
"Cell1999","Cell1999","Batch1","Group3",50594.1383213626
"Cell2000","Cell2000","Batch1","Group3",50399.8918881559
