"","Cell","Batch","Group","ExpLibSize"
"Cell501","Cell501","Batch1","Group2",53765.4979850663
"Cell502","Cell502","Batch1","Group7",66126.1081112656
"Cell503","Cell503","Batch1","Group8",44873.6828489233
"Cell504","Cell504","Batch1","Group8",47929.1680829038
"Cell505","Cell505","Batch1","Group8",48878.3663977349
"Cell506","Cell506","Batch1","Group6",67068.6993874417
"Cell507","Cell507","Batch1","Group1",57365.0074197676
"Cell508","Cell508","Batch1","Group6",54624.5458255926
"Cell509","Cell509","Batch1","Group10",88047.4400957906
"Cell510","Cell510","Batch1","Group9",78575.2560582372
"Cell511","Cell511","Batch1","Group7",65429.7188505735
"Cell512","Cell512","Batch1","Group10",46580.7133391016
"Cell513","Cell513","Batch1","Group6",60086.1013740951
"Cell514","Cell514","Batch1","Group2",37059.2692237465
"Cell515","Cell515","Batch1","Group9",59228.2916803553
"Cell516","Cell516","Batch1","Group9",78643.8535286544
"Cell517","Cell517","Batch1","Group3",56249.9770116383
"Cell518","Cell518","Batch1","Group8",54607.3004260121
"Cell519","Cell519","Batch1","Group7",64763.5302866749
"Cell520","Cell520","Batch1","Group5",85095.1739486658
"Cell521","Cell521","Batch1","Group8",52245.282930501
"Cell522","Cell522","Batch1","Group10",57466.7738350961
"Cell523","Cell523","Batch1","Group9",61900.3135207757
"Cell524","Cell524","Batch1","Group5",66902.735420007
"Cell525","Cell525","Batch1","Group3",64815.5662495275
"Cell526","Cell526","Batch1","Group5",55401.3115682984
"Cell527","Cell527","Batch1","Group1",58524.5729158077
"Cell528","Cell528","Batch1","Group10",61742.68242022
"Cell529","Cell529","Batch1","Group9",78619.9705028787
"Cell530","Cell530","Batch1","Group1",73577.5116300543
"Cell531","Cell531","Batch1","Group1",50857.9902475301
"Cell532","Cell532","Batch1","Group8",58628.2302252226
"Cell533","Cell533","Batch1","Group2",42129.7386333902
"Cell534","Cell534","Batch1","Group5",62349.4650216073
"Cell535","Cell535","Batch1","Group4",68974.6508598798
"Cell536","Cell536","Batch1","Group3",65532.3164969238
"Cell537","Cell537","Batch1","Group2",65778.1293309667
"Cell538","Cell538","Batch1","Group5",66453.1818386309
"Cell539","Cell539","Batch1","Group5",72897.0373538219
"Cell540","Cell540","Batch1","Group3",67410.7509044794
"Cell541","Cell541","Batch1","Group8",45572.2206220096
"Cell542","Cell542","Batch1","Group5",52683.3485210493
"Cell543","Cell543","Batch1","Group1",59170.0023077867
"Cell544","Cell544","Batch1","Group8",75067.4294294844
"Cell545","Cell545","Batch1","Group5",56362.8324039438
"Cell546","Cell546","Batch1","Group3",60737.5778679248
"Cell547","Cell547","Batch1","Group3",61840.4709837847
"Cell548","Cell548","Batch1","Group1",51984.9292121591
"Cell549","Cell549","Batch1","Group5",70748.1864598903
"Cell550","Cell550","Batch1","Group7",66753.8991548616
"Cell551","Cell551","Batch1","Group9",65334.9797880444
"Cell552","Cell552","Batch1","Group10",63568.7527790154
"Cell553","Cell553","Batch1","Group7",45686.3256856965
"Cell554","Cell554","Batch1","Group2",44734.4823749815
"Cell555","Cell555","Batch1","Group1",59361.6046313389
"Cell556","Cell556","Batch1","Group9",67181.4831720218
"Cell557","Cell557","Batch1","Group5",71119.8699598342
"Cell558","Cell558","Batch1","Group2",55671.7729447799
"Cell559","Cell559","Batch1","Group2",65955.4994342791
"Cell560","Cell560","Batch1","Group10",51859.3929724711
"Cell561","Cell561","Batch1","Group10",61049.0921840375
"Cell562","Cell562","Batch1","Group8",42755.2103619755
"Cell563","Cell563","Batch1","Group3",102722.377419148
"Cell564","Cell564","Batch1","Group5",58456.9977873044
"Cell565","Cell565","Batch1","Group9",81357.7229283719
"Cell566","Cell566","Batch1","Group1",63176.3193460432
"Cell567","Cell567","Batch1","Group8",45931.5754226498
"Cell568","Cell568","Batch1","Group4",63963.3900339513
"Cell569","Cell569","Batch1","Group8",69955.6130455746
"Cell570","Cell570","Batch1","Group4",68085.2687054604
"Cell571","Cell571","Batch1","Group1",82227.9933358895
"Cell572","Cell572","Batch1","Group3",68410.6847958299
"Cell573","Cell573","Batch1","Group6",69242.9662873557
"Cell574","Cell574","Batch1","Group4",59218.30619816
"Cell575","Cell575","Batch1","Group2",44716.4320715084
"Cell576","Cell576","Batch1","Group10",49543.6239031646
"Cell577","Cell577","Batch1","Group7",54541.7142780843
"Cell578","Cell578","Batch1","Group8",61923.7500595091
"Cell579","Cell579","Batch1","Group6",68143.6734692691
"Cell580","Cell580","Batch1","Group10",69612.2101372389
"Cell581","Cell581","Batch1","Group9",49903.165208081
"Cell582","Cell582","Batch1","Group5",47890.7422825415
"Cell583","Cell583","Batch1","Group1",58091.2592172041
"Cell584","Cell584","Batch1","Group8",58344.3512069263
"Cell585","Cell585","Batch1","Group2",71072.4501441655
"Cell586","Cell586","Batch1","Group7",52757.5039484189
"Cell587","Cell587","Batch1","Group6",46104.6782953316
"Cell588","Cell588","Batch1","Group2",47875.5527660711
"Cell589","Cell589","Batch1","Group7",68421.5539839512
"Cell590","Cell590","Batch1","Group1",58220.9742179042
"Cell591","Cell591","Batch1","Group9",52950.3668911773
"Cell592","Cell592","Batch1","Group7",65613.7256948061
"Cell593","Cell593","Batch1","Group4",62322.8387455722
"Cell594","Cell594","Batch1","Group9",55501.493794963
"Cell595","Cell595","Batch1","Group8",76351.015418924
"Cell596","Cell596","Batch1","Group10",73876.2154223008
"Cell597","Cell597","Batch1","Group8",53957.5233254618
"Cell598","Cell598","Batch1","Group6",56659.4525878808
"Cell599","Cell599","Batch1","Group6",50801.8277935707
"Cell600","Cell600","Batch1","Group5",47516.7495475583
"Cell601","Cell601","Batch1","Group6",61265.6386307284
"Cell602","Cell602","Batch1","Group10",57092.1508748976
"Cell603","Cell603","Batch1","Group1",48805.1913277972
"Cell604","Cell604","Batch1","Group3",50954.7290988536
"Cell605","Cell605","Batch1","Group9",68389.6791717716
"Cell606","Cell606","Batch1","Group1",55250.912624842
"Cell607","Cell607","Batch1","Group1",101477.062368518
"Cell608","Cell608","Batch1","Group5",64544.6658131425
"Cell609","Cell609","Batch1","Group5",43390.2906284355
"Cell610","Cell610","Batch1","Group1",56843.7037075922
"Cell611","Cell611","Batch1","Group3",44946.3059370457
"Cell612","Cell612","Batch1","Group1",50181.929237726
"Cell613","Cell613","Batch1","Group5",64423.5688867709
"Cell614","Cell614","Batch1","Group7",75075.4588399192
"Cell615","Cell615","Batch1","Group7",47350.4531673937
"Cell616","Cell616","Batch1","Group9",57389.6370693629
"Cell617","Cell617","Batch1","Group6",40235.7949012108
"Cell618","Cell618","Batch1","Group3",69315.1035643938
"Cell619","Cell619","Batch1","Group5",89653.9521987415
"Cell620","Cell620","Batch1","Group8",70478.3412565372
"Cell621","Cell621","Batch1","Group2",80465.7903574686
"Cell622","Cell622","Batch1","Group10",51315.7735754717
"Cell623","Cell623","Batch1","Group4",38400.2380432178
"Cell624","Cell624","Batch1","Group9",45887.542227688
"Cell625","Cell625","Batch1","Group3",65357.8046915132
"Cell626","Cell626","Batch1","Group5",52548.4876655556
"Cell627","Cell627","Batch1","Group8",74752.9719054579
"Cell628","Cell628","Batch1","Group4",59164.0925482242
"Cell629","Cell629","Batch1","Group8",70743.026497315
"Cell630","Cell630","Batch1","Group6",61727.1683837157
"Cell631","Cell631","Batch1","Group1",61775.8982450571
"Cell632","Cell632","Batch1","Group10",74057.4257622602
"Cell633","Cell633","Batch1","Group5",53372.0748290655
"Cell634","Cell634","Batch1","Group5",63120.4849932442
"Cell635","Cell635","Batch1","Group10",61429.4405633431
"Cell636","Cell636","Batch1","Group6",62746.5297192299
"Cell637","Cell637","Batch1","Group5",46261.4559381649
"Cell638","Cell638","Batch1","Group2",53631.243695207
"Cell639","Cell639","Batch1","Group2",54921.9659480654
"Cell640","Cell640","Batch1","Group8",52867.046556817
"Cell641","Cell641","Batch1","Group8",54655.9139593046
"Cell642","Cell642","Batch1","Group1",73009.1635620556
"Cell643","Cell643","Batch1","Group5",69207.3782361761
"Cell644","Cell644","Batch1","Group1",60422.5534779085
"Cell645","Cell645","Batch1","Group4",60354.0065529345
"Cell646","Cell646","Batch1","Group9",59606.7271379181
"Cell647","Cell647","Batch1","Group4",66141.1556124574
"Cell648","Cell648","Batch1","Group2",52068.4769961489
"Cell649","Cell649","Batch1","Group10",64931.7754029188
"Cell650","Cell650","Batch1","Group8",60592.5199216637
"Cell651","Cell651","Batch1","Group1",69025.9559906789
"Cell652","Cell652","Batch1","Group8",78597.4577786968
"Cell653","Cell653","Batch1","Group10",72800.1366284473
"Cell654","Cell654","Batch1","Group5",75914.8441230175
"Cell655","Cell655","Batch1","Group5",70179.2661284044
"Cell656","Cell656","Batch1","Group7",60702.9748360305
"Cell657","Cell657","Batch1","Group2",41248.1469795921
"Cell658","Cell658","Batch1","Group3",96058.0938910397
"Cell659","Cell659","Batch1","Group7",61518.3237725885
"Cell660","Cell660","Batch1","Group9",59507.3131075931
"Cell661","Cell661","Batch1","Group10",46558.5275199575
"Cell662","Cell662","Batch1","Group5",63111.9702765528
"Cell663","Cell663","Batch1","Group9",55252.782181471
"Cell664","Cell664","Batch1","Group2",52862.2583760449
"Cell665","Cell665","Batch1","Group8",54078.2527825923
"Cell666","Cell666","Batch1","Group5",61973.1518147533
"Cell667","Cell667","Batch1","Group7",52780.3516578836
"Cell668","Cell668","Batch1","Group1",69973.2400488063
"Cell669","Cell669","Batch1","Group3",59196.9257442539
"Cell670","Cell670","Batch1","Group5",52016.108962338
"Cell671","Cell671","Batch1","Group8",75924.5808582114
"Cell672","Cell672","Batch1","Group9",64196.3722264312
"Cell673","Cell673","Batch1","Group7",94761.2843606747
"Cell674","Cell674","Batch1","Group10",82152.7647165212
"Cell675","Cell675","Batch1","Group7",53440.7015069638
"Cell676","Cell676","Batch1","Group7",66486.0399715729
"Cell677","Cell677","Batch1","Group6",83891.1725397581
"Cell678","Cell678","Batch1","Group5",45018.7565678776
"Cell679","Cell679","Batch1","Group3",60958.0697528949
"Cell680","Cell680","Batch1","Group4",62212.2775149206
"Cell681","Cell681","Batch1","Group4",45509.4174633978
"Cell682","Cell682","Batch1","Group9",45695.0630837664
"Cell683","Cell683","Batch1","Group9",56793.4153838732
"Cell684","Cell684","Batch1","Group3",69645.8463733662
"Cell685","Cell685","Batch1","Group7",62039.5511195729
"Cell686","Cell686","Batch1","Group7",58945.2575757729
"Cell687","Cell687","Batch1","Group7",66254.8855162942
"Cell688","Cell688","Batch1","Group5",41376.1521918981
"Cell689","Cell689","Batch1","Group6",64325.5501718514
"Cell690","Cell690","Batch1","Group2",53632.549456009
"Cell691","Cell691","Batch1","Group1",50165.7123598483
"Cell692","Cell692","Batch1","Group2",54889.7480370915
"Cell693","Cell693","Batch1","Group7",43949.4577924849
"Cell694","Cell694","Batch1","Group10",61597.0730202832
"Cell695","Cell695","Batch1","Group7",56051.8306104422
"Cell696","Cell696","Batch1","Group6",53421.3013766072
"Cell697","Cell697","Batch1","Group7",62316.8780625616
"Cell698","Cell698","Batch1","Group9",82795.3695793016
"Cell699","Cell699","Batch1","Group3",87861.4390864527
"Cell700","Cell700","Batch1","Group1",70037.0595595335
"Cell701","Cell701","Batch1","Group6",81361.3943701386
"Cell702","Cell702","Batch1","Group1",74545.1901504181
"Cell703","Cell703","Batch1","Group1",52093.1591934688
"Cell704","Cell704","Batch1","Group9",78829.0839657992
"Cell705","Cell705","Batch1","Group8",37258.5987173281
"Cell706","Cell706","Batch1","Group8",57230.8321854147
"Cell707","Cell707","Batch1","Group2",61625.599158566
"Cell708","Cell708","Batch1","Group6",62938.9773168729
"Cell709","Cell709","Batch1","Group7",57221.1231511986
"Cell710","Cell710","Batch1","Group1",53924.3526355592
"Cell711","Cell711","Batch1","Group9",61457.7995249619
"Cell712","Cell712","Batch1","Group9",63127.7316819587
"Cell713","Cell713","Batch1","Group6",64184.8229053591
"Cell714","Cell714","Batch1","Group3",63600.1667702987
"Cell715","Cell715","Batch1","Group9",75705.5393250572
"Cell716","Cell716","Batch1","Group6",48040.8833034531
"Cell717","Cell717","Batch1","Group6",60322.5103673104
"Cell718","Cell718","Batch1","Group2",54745.7510783869
"Cell719","Cell719","Batch1","Group3",89005.2804055599
"Cell720","Cell720","Batch1","Group6",68164.8385881584
"Cell721","Cell721","Batch1","Group9",53675.3490433886
"Cell722","Cell722","Batch1","Group2",56420.3755423599
"Cell723","Cell723","Batch1","Group8",51268.1623588126
"Cell724","Cell724","Batch1","Group1",49150.547020244
"Cell725","Cell725","Batch1","Group9",83584.7085050097
"Cell726","Cell726","Batch1","Group4",74320.2955716518
"Cell727","Cell727","Batch1","Group10",48497.3543103658
"Cell728","Cell728","Batch1","Group5",55004.7212595497
"Cell729","Cell729","Batch1","Group7",51768.3830139904
"Cell730","Cell730","Batch1","Group6",42928.276342566
"Cell731","Cell731","Batch1","Group2",53382.1433912687
"Cell732","Cell732","Batch1","Group9",78848.5214517846
"Cell733","Cell733","Batch1","Group7",56908.6087579936
"Cell734","Cell734","Batch1","Group9",73020.526826973
"Cell735","Cell735","Batch1","Group2",55606.195347601
"Cell736","Cell736","Batch1","Group9",54104.1406879523
"Cell737","Cell737","Batch1","Group4",67140.4333644683
"Cell738","Cell738","Batch1","Group4",79444.0964084642
"Cell739","Cell739","Batch1","Group10",61859.8593880769
"Cell740","Cell740","Batch1","Group2",46006.4515549265
"Cell741","Cell741","Batch1","Group2",67951.5603906411
"Cell742","Cell742","Batch1","Group5",76357.6038563889
"Cell743","Cell743","Batch1","Group7",55948.7163994255
"Cell744","Cell744","Batch1","Group8",76194.9254606638
"Cell745","Cell745","Batch1","Group4",52538.7456097892
"Cell746","Cell746","Batch1","Group4",67152.8197488283
"Cell747","Cell747","Batch1","Group5",59907.2685524073
"Cell748","Cell748","Batch1","Group6",59574.3466200544
"Cell749","Cell749","Batch1","Group10",61423.6199612726
"Cell750","Cell750","Batch1","Group3",52950.6309378431
"Cell751","Cell751","Batch1","Group8",50742.5841219728
"Cell752","Cell752","Batch1","Group6",52650.2044377873
"Cell753","Cell753","Batch1","Group1",57612.5677501618
"Cell754","Cell754","Batch1","Group7",72940.1769830346
"Cell755","Cell755","Batch1","Group3",43671.0555727772
"Cell756","Cell756","Batch1","Group6",48945.1900718064
"Cell757","Cell757","Batch1","Group3",69686.7613739847
"Cell758","Cell758","Batch1","Group6",38420.0731825836
"Cell759","Cell759","Batch1","Group4",58211.9745319763
"Cell760","Cell760","Batch1","Group1",50012.5850280163
"Cell761","Cell761","Batch1","Group6",77624.5668303939
"Cell762","Cell762","Batch1","Group9",65974.1598741058
"Cell763","Cell763","Batch1","Group3",54168.7957451081
"Cell764","Cell764","Batch1","Group10",57806.7096895547
"Cell765","Cell765","Batch1","Group4",44738.9259838192
"Cell766","Cell766","Batch1","Group3",36002.7701874679
"Cell767","Cell767","Batch1","Group3",76503.411363624
"Cell768","Cell768","Batch1","Group7",46534.273605564
"Cell769","Cell769","Batch1","Group9",54937.0952999066
"Cell770","Cell770","Batch1","Group10",60290.0925476084
"Cell771","Cell771","Batch1","Group9",55559.0395970683
"Cell772","Cell772","Batch1","Group6",64966.8988626992
"Cell773","Cell773","Batch1","Group10",54571.7639681782
"Cell774","Cell774","Batch1","Group2",62866.98415984
"Cell775","Cell775","Batch1","Group1",43672.6693523092
"Cell776","Cell776","Batch1","Group8",69811.0497570849
"Cell777","Cell777","Batch1","Group6",63656.0723514285
"Cell778","Cell778","Batch1","Group2",61368.8902646517
"Cell779","Cell779","Batch1","Group9",87401.0799402054
"Cell780","Cell780","Batch1","Group4",46797.6915672701
"Cell781","Cell781","Batch1","Group1",75866.0640378389
"Cell782","Cell782","Batch1","Group1",62850.8800220008
"Cell783","Cell783","Batch1","Group9",56351.5831826933
"Cell784","Cell784","Batch1","Group9",43824.3545419106
"Cell785","Cell785","Batch1","Group6",49207.6130158107
"Cell786","Cell786","Batch1","Group10",67288.6263266972
"Cell787","Cell787","Batch1","Group3",58272.9011801432
"Cell788","Cell788","Batch1","Group8",77900.546714582
"Cell789","Cell789","Batch1","Group4",63528.9124023196
"Cell790","Cell790","Batch1","Group6",54198.3774611113
"Cell791","Cell791","Batch1","Group2",59987.015683873
"Cell792","Cell792","Batch1","Group3",50369.2634247679
"Cell793","Cell793","Batch1","Group2",52033.1083313411
"Cell794","Cell794","Batch1","Group1",58931.0340541491
"Cell795","Cell795","Batch1","Group5",61287.4213782826
"Cell796","Cell796","Batch1","Group7",52031.4742468863
"Cell797","Cell797","Batch1","Group8",61204.8496808132
"Cell798","Cell798","Batch1","Group4",62231.4979867217
"Cell799","Cell799","Batch1","Group7",59127.4821452966
"Cell800","Cell800","Batch1","Group10",75743.5796187581
"Cell801","Cell801","Batch1","Group5",83127.9198947188
"Cell802","Cell802","Batch1","Group10",51504.4460710308
"Cell803","Cell803","Batch1","Group2",64341.0225894537
"Cell804","Cell804","Batch1","Group1",55934.5332811401
"Cell805","Cell805","Batch1","Group9",68002.7242163396
"Cell806","Cell806","Batch1","Group4",63206.4096024267
"Cell807","Cell807","Batch1","Group8",42645.438212534
"Cell808","Cell808","Batch1","Group5",64146.0821430854
"Cell809","Cell809","Batch1","Group1",66576.5299419964
"Cell810","Cell810","Batch1","Group5",74628.119628847
"Cell811","Cell811","Batch1","Group2",46369.9821102352
"Cell812","Cell812","Batch1","Group5",85503.4357020885
"Cell813","Cell813","Batch1","Group5",49656.2886597495
"Cell814","Cell814","Batch1","Group5",75927.8807844037
"Cell815","Cell815","Batch1","Group1",75967.0945555865
"Cell816","Cell816","Batch1","Group5",46722.707700959
"Cell817","Cell817","Batch1","Group7",50242.1161182628
"Cell818","Cell818","Batch1","Group1",48687.7715347794
"Cell819","Cell819","Batch1","Group1",66496.2663597307
"Cell820","Cell820","Batch1","Group4",58240.8458931257
"Cell821","Cell821","Batch1","Group9",68414.1625935107
"Cell822","Cell822","Batch1","Group5",51264.3108667515
